id,conference_id,year,title,pages,num_pages,session_h2,session_h3,main_track,,,,,,
37,1,2013,LASE: locating and applying systematic edits by learning from examples,NULL,0,NULL,NULL,1,,,,,,
38,1,2013,Search-based genetic optimization for deployment and reconfiguration of software in the cloud,NULL,0,NULL,NULL,1,,,,,,
39,1,2013,How to effectively use topic models for software engineering tasks? an approach based on genetic algorithms,NULL,0,NULL,NULL,1,,,,,,
40,1,2013,The design of bug fixes,NULL,0,NULL,NULL,1,,,,,,
41,1,2013,PorchLight: a tag-based approach to bug triaging,NULL,0,NULL,NULL,1,,,,,,
42,1,2013,Expositor: scriptable time-travel debugging with first-class traces,NULL,0,NULL,NULL,1,,,,,,
43,1,2013,Chronicler: lightweight recording to reproduce field failures,NULL,0,NULL,NULL,1,,,,,,
44,1,2013,"How, and why, process metrics are better",NULL,0,NULL,NULL,1,,,,,,
45,1,2013,The role of domain knowledge and cross-functional communication in socio-technical coordination,NULL,0,NULL,NULL,1,,,,,,
46,1,2013,Dual ecological measures of focus in software development,NULL,0,NULL,NULL,1,,,,,,
47,1,2013,Not going to take this anymore: multi-objective overtime planning for software engineering projects,NULL,0,NULL,NULL,1,,,,,,
48,1,2013,Green streams for data-intensive software,NULL,0,NULL,NULL,1,,,,,,
49,1,2013,Dynamic synthesis of local time requirement for service composition,NULL,0,NULL,NULL,1,,,,,,
50,1,2013,Supporting swift reaction,NULL,0,NULL,NULL,1,,,,,,
51,1,2013,Toddler: detecting performance problems via similar memory-access patterns,NULL,0,NULL,NULL,1,,,,,,
52,1,2013,Does bug prediction support human developers? findings from a google case study,NULL,0,NULL,NULL,1,,,,,,
53,1,2013,Transfer defect learning,NULL,0,NULL,NULL,1,,,,,,
54,1,2013,"It's not a bug, it's a feature",NULL,0,NULL,NULL,1,,,,,,
55,1,2013,Beyond boolean product-line model checking: dealing with feature attributes and multi-features,NULL,0,NULL,NULL,1,,,,,,
56,1,2013,Strategies for product-line verification: case studies and experiments,NULL,0,NULL,NULL,1,,,,,,
57,1,2013,On the value of user preferences in search-based software engineering: a case study in software product lines,NULL,0,NULL,NULL,1,,,,,,
58,1,2013,Departures from optimality: understanding human analyst's information foraging in assisted requirements tracing,NULL,0,NULL,NULL,1,,,,,,
59,1,2013,Analysis of user comments: an approach for software requirements evolution,NULL,0,NULL,NULL,1,,,,,,
60,1,2013,Requirements modelling by synthesis of deontic input-output automata,NULL,0,NULL,NULL,1,,,,,,
61,1,2013,Automated reliability estimation over partial systematic explorations,NULL,0,NULL,NULL,1,,,,,,
62,1,2013,Safe software updates via multi-version execution,NULL,0,NULL,NULL,1,,,,,,
63,1,2013,Reliability analysis in symbolic pathfinder,NULL,0,NULL,NULL,1,,,,,,
64,1,2013,Engineering adaptive privacy: on the role of privacy awareness requirements,NULL,0,NULL,NULL,1,,,,,,
65,1,2013,Mining SQL injection and cross site scripting vulnerabilities using hybrid program analysis,NULL,0,NULL,NULL,1,,,,,,
66,1,2013,Path sensitive static analysis of web applications for remote code execution vulnerability detection,NULL,0,NULL,NULL,1,,,,,,
67,1,2013,Automated software architecture security risk analysis using formalized signatures,NULL,0,NULL,NULL,1,,,,,,
68,1,2013,Why don't software developers use static analysis tools to find bugs,NULL,0,NULL,NULL,1,,,,,,
69,1,2013,Exploring the impact of inter-smell relations on software maintainability: an empirical study,NULL,0,NULL,NULL,1,,,,,,
70,1,2013,An empirical study on the developers' perception of software coupling,NULL,0,NULL,NULL,1,,,,,,
71,1,2013,X-PERT: accurate identification of cross-browser issues in web applications,NULL,0,NULL,NULL,1,,,,,,
72,1,2013,"Expectations, outcomes, and challenges of modern code review",NULL,0,NULL,NULL,1,,,,,,
73,1,2013,UML in practice,NULL,0,NULL,NULL,1,,,,,,
74,1,2013,Cassandra: proactive conflict minimization through optimized task scheduling,NULL,0,NULL,NULL,1,,,,,,
75,1,2013,Are your incoming aliases really necessary? counting the cost of object ownership,NULL,0,NULL,NULL,1,,,,,,
76,1,2013,Efficient construction of approximate call graphs for JavaScript IDE services,NULL,0,NULL,NULL,1,,,,,,
77,1,2013,Improving feature location practice with multi-faceted interactive exploration,NULL,0,NULL,NULL,1,,,,,,
78,1,2013,SemFix: program repair via semantic analysis,NULL,0,NULL,NULL,1,,,,,,
79,1,2013,Automatic recovery from runtime failures,NULL,0,NULL,NULL,1,,,,,,
80,1,2013,Program transformations to fix C integers,NULL,0,NULL,NULL,1,,,,,,
81,1,2013,Automatic patch generation learned from human-written patches,NULL,0,NULL,NULL,1,,,,,,
82,1,2013,Reverb: recommending code-related web pages,NULL,0,NULL,NULL,1,,,,,,
83,1,2013,Dynamic injection of sketching features into GEF based diagram editors,NULL,0,NULL,NULL,1,,,,,,
84,1,2013,Discovering essential code elements in informal documentation,NULL,0,NULL,NULL,1,,,,,,
85,1,2013,Automatic query reformulations for text retrieval in software engineering,NULL,0,NULL,NULL,1,,,,,,
86,1,2012,A systematic study of automated program repair: Fixing 55 out of 105 bugs for $8 each.,3-13,11,Technical Research,Fault Handling,1,,,,,,
87,1,2012,Where should the bugs be fixed? More accurate information retrieval-based bug localization based on bug reports.,14-24,11,Technical Research,Fault Handling,1,,,,,,
88,1,2012,Developer prioritization in bug repositories.,25-35,11,Technical Research,Fault Handling,1,,,,,,
89,1,2012,WhoseFault: Automatic developer-to-fault assignment through fault localization.,36-46,11,Technical Research,Fault Handling,1,,,,,,
90,1,2012,Recovering traceability links between an API and its learning resources.,47-57,11,Code Generation and Recovery,NULL,1,,,,,,
91,1,2012,Generating range fixes for software configuration.,58-68,11,Code Generation and Recovery,NULL,1,,,,,,
92,1,2012,"Graph-based pattern-oriented, context-sensitive source code completion.",69-79,11,Code Generation and Recovery,NULL,1,,,,,,
93,1,2012,Automatic input rectification.,80-90,11,Code Generation and Recovery,NULL,1,,,,,,
94,1,2012,Overcoming the challenges in cost estimation for distributed software projects.,91-101,11,Empirical Studies of Development,NULL,1,,,,,,
95,1,2012,Characterizing logging practices in open-source software.,102-112,11,Empirical Studies of Development,NULL,1,,,,,,
96,1,2012,The impacts of software process improvement on developers: A systematic review.,113-122,10,Empirical Studies of Development,NULL,1,,,,,,
97,1,2012,Combining functional and imperative programming for multicore software: An empirical study evaluating Scala and Java.,123-133,11,Empirical Studies of Development,NULL,1,,,,,,
98,1,2012,Uncovering performance problems in Java applications with reference propagation profiling.,134-144,11,Performance Analysis,NULL,1,,,,,,
99,1,2012,Performance debugging in the large via mining millions of stack traces.,145-155,11,Performance Analysis,NULL,1,,,,,,
100,1,2012,Automatically finding performance problems with feedback-directed learning software testing.,156-166,11,Performance Analysis,NULL,1,,,,,,
101,1,2012,Predicting performance via automated feature-interaction detection.,167-177,11,Performance Analysis,NULL,1,,,,,,
102,1,2012,Sound empirical evidence in software testing.,178-188,11,Defect Prediction,NULL,1,,,,,,
103,1,2012,Privacy and utility for defect prediction: Experiments with MORPH.,189-199,11,Defect Prediction,NULL,1,,,,,,
104,1,2012,Bug prediction based on fine-grained module histories.,200-210,11,Defect Prediction,NULL,1,,,,,,
105,1,2012,Reconciling manual and automatic refactoring.,211-221,11,Refactoring,NULL,1,,,,,,
106,1,2012,WitchDoctor: IDE support for real-time auto-completion of refactorings.,222-232,11,Refactoring,NULL,1,,,,,,
107,1,2012,"Use, disuse, and misuse of automated refactorings.",233-243,11,Refactoring,NULL,1,,,,,,
108,1,2012,Test confessions: A study of testing practices for plug-in systems.,244-254,11,Human Aspects of Development,NULL,1,,,,,,
109,1,2012,How do professional developers comprehend software?,255-265,11,Human Aspects of Development,NULL,1,,,,,,
110,1,2012,Asking and answering questions about unfamiliar APIs: An exploratory study.,266-276,11,Human Aspects of Development,NULL,1,,,,,,
111,1,2012,Automated repair of HTML generation errors in PHP applications using string constraint solving.,277-287,11,Bug Detection,NULL,1,,,,,,
112,1,2012,Leveraging test generation and specification mining for automated bug detection without false positives.,288-298,11,Bug Detection,NULL,1,,,,,,
113,1,2012,Axis: Automatically fixing atomicity violations through solving control constraints.,299-309,11,Bug Detection,NULL,1,,,,,,
114,1,2012,CBCD: Cloned buggy code detector.,310-320,11,Bug Detection,NULL,1,,,,,,
115,1,2012,Crosscutting revision control system.,321-330,10,Multiversion Software,NULL,1,,,,,,
116,1,2012,Where does this code come from and where does it go? - Integrated code history tracker for open source systems.,331-341,11,Multiversion Software,NULL,1,,,,,,
117,1,2012,Improving early detection of software merge conflicts.,342-352,11,Multiversion Software,NULL,1,,,,,,
118,1,2012,A history-based matching approach to identification of framework evolution.,353-363,11,Multiversion Software,NULL,1,,,,,,
119,1,2012,Detecting similar software applications.,364-374,11,Similarity and Classification,NULL,1,,,,,,
120,1,2012,Content classification of development emails.,375-385,11,Similarity and Classification,NULL,1,,,,,,
121,1,2012,Identifying Linux bug fixing patches.,386-396,11,Similarity and Classification,NULL,1,,,,,,
122,1,2012,Active refinement of clone anomaly reports.,397-407,11,Similarity and Classification,NULL,1,,,,,,
123,1,2012,Automated analysis of CSS rules to support style maintenance.,408-418,11,Analysis for Evolution,NULL,1,,,,,,
124,1,2012,Graph-based analysis and prediction for software evolution.,419-429,11,Analysis for Evolution,NULL,1,,,,,,
125,1,2012,Integrated impact analysis for managing software changes.,430-440,11,Analysis for Evolution,NULL,1,,,,,,
126,1,2012,Detecting and visualizing inter-worksheet smells in spreadsheets.,441-451,11,Analysis for Evolution,NULL,1,,,,,,
127,1,2012,An empirical study about the effectiveness of debugging when random test cases are used.,452-462,11,Debugging,NULL,1,,,,,,
128,1,2012,Reducing confounding bias in predicate-level statistical debugging metrics.,463-473,11,Debugging,NULL,1,,,,,,
129,1,2012,BugRedux: Reproducing field failures for in-house debugging.,474-484,11,Debugging,NULL,1,,,,,,
130,1,2012,Object-centric debugging.,485-495,11,Debugging,NULL,1,,,,,,
131,1,2012,Disengagement in pair programming: Does it matter?,496-506,11,Human Aspects of Process,NULL,1,,,,,,
132,1,2012,Ambient awareness of build status in collocated software teams.,507-517,11,Human Aspects of Process,NULL,1,,,,,,
133,1,2012,What make long term contributors: Willingness and opportunity in OSS community.,518-528,11,Human Aspects of Process,NULL,1,,,,,,
134,1,2012,Development of auxiliary functions: Should you be agile? An empirical assessment of pair programming and test-first programming.,529-539,11,Human Aspects of Process,NULL,1,,,,,,
135,1,2012,Maintaining invariant traceability through bidirectional transformations.,540-550,11,Models,NULL,1,,,,,,
136,1,2012,Slicing MATLAB Simulink models.,551-561,11,Models,NULL,1,,,,,,
137,1,2012,Partial evaluation of model transformations.,562-572,11,Models,NULL,1,,,,,,
138,1,2012,Partial models: Towards modeling and reasoning with uncertainty.,573-583,11,Models,NULL,1,,,,,,
139,1,2012,Static detection of resource contention problems in server-side scripts.,584-594,11,Concurrency and Exceptions,NULL,1,,,,,,
140,1,2012,Amplifying tests to validate exception handling code.,595-605,11,Concurrency and Exceptions,NULL,1,,,,,,
141,1,2012,MagicFuzzer: Scalable deadlock detection for large-scale applications.,606-616,11,Concurrency and Exceptions,NULL,1,,,,,,
142,1,2012,Does organizing security patterns focus architectural choices?,617-627,11,Software Architecture,NULL,1,,,,,,
143,1,2012,Enhancing architecture-implementation conformance with change management and support for behavioral mapping.,628-638,11,Software Architecture,NULL,1,,,,,,
144,1,2012,A tactic-centric approach for automating traceability of quality concerns.,639-649,11,Software Architecture,NULL,1,,,,,,
145,1,2012,Build code analysis with symbolic evaluation.,650-660,11,Formal Verification,NULL,1,,,,,,
146,1,2012,An automated approach to generating efficient constraint solvers.,661-671,11,Formal Verification,NULL,1,,,,,,
147,1,2012,Simulation-based abstractions for software product-line model checking.,672-682,11,Formal Verification,NULL,1,,,,,,
148,1,2012,Using dynamic analysis to discover polynomial and array invariants.,683-693,11,Invariant Generation,NULL,1,,,,,,
149,1,2012,Metadata invariants: Checking and inferring metadata coding conventions.,694-704,11,Invariant Generation,NULL,1,,,,,,
150,1,2012,Generating obstacle conditions for requirements completeness.,705-715,11,Invariant Generation,NULL,1,,,,,,
151,1,2012,make test-zesti: A symbolic execution solution for improving regression testing.,716-726,11,Regression Testing,NULL,1,,,,,,
152,1,2012,Ballerina: Automatic generation and clustering of efficient random unit tests for multithreaded code.,727-737,11,Regression Testing,NULL,1,,,,,,
153,1,2012,On-demand test suite reduction.,738-748,11,Regression Testing,NULL,1,,,,,,
154,1,2012,Automated detection of client-state manipulation vulnerabilities.,749-759,11,Software Vulnerability,NULL,1,,,,,,
155,1,2012,Understanding integer overflow in C/C++.,760-770,11,Software Vulnerability,NULL,1,,,,,,
156,1,2012,A large scale exploratory analysis of software vulnerability life cycles.,771-781,11,Software Vulnerability,NULL,1,,,,,,
157,1,2012,Synthesizing API usage examples.,782-792,11,API Learning,NULL,1,,,,,,
158,1,2012,Semi-automatically extracting FAQs to improve accessibility of software development knowledge.,793-803,11,API Learning,NULL,1,,,,,,
159,1,2012,Temporal analysis of API usage concepts.,804-814,11,API Learning,NULL,1,,,,,,
160,1,2012,Inferring method specifications from natural language API descriptions.,815-825,11,API Learning,NULL,1,,,,,,
161,1,2012,Automatic parameter recommendation for practical API usage.,826-836,11,Code Recommenders,NULL,1,,,,,,
162,1,2012,On the naturalness of software.,837-847,11,Code Recommenders,NULL,1,,,,,,
163,1,2012,Recommending source code for use in rapid software prototypes.,848-858,11,Code Recommenders,NULL,1,,,,,,
164,1,2012,Active code completion.,859-869,11,Code Recommenders,NULL,1,,,,,,
165,1,2012,"Automated oracle creation support, or: How I learned to stop worrying about fault propagation and love mutation testing.",870-880,11,Test Automation,NULL,1,,,,,,
166,1,2012,Automating test automation.,881-891,11,Test Automation,NULL,1,,,,,,
167,1,2012,Stride: Search-based deterministic replay in polynomial time via bounded linkage.,892-902,11,Test Automation,NULL,1,,,,,,
168,1,2012,iTree: Efficiently discovering high-coverage configurations using interaction trees.,903-913,11,Test Automation,NULL,1,,,,,,
169,1,2012,Inferring class level specifications for distributed systems.,914-924,11,Validation of Specification,NULL,1,,,,,,
170,1,2012,Statically checking API protocol conformance with mined multi-object specifications.,925-935,11,Validation of Specification,NULL,1,,,,,,
171,1,2012,Behavioral validation of JFSL specifications through model synthesis.,936-946,11,Validation of Specification,NULL,1,,,,,,
172,1,2012,Verifying client-side input validation functions using string analysis.,947-957,11,Validation of Specification,NULL,1,,,,,,
173,1,2012,Digital formations of the powerful and the powerless (Keynote).,961,1,Keynotes,NULL,0,,,,,,
174,1,2012,Supporting sustainability with software - An industrial perspective (Keynote).,962,1,Keynotes,NULL,0,,,,,,
175,1,2012,Whither software architecture? (Keynote).,963,1,Keynotes,NULL,0,,,,,,
176,1,2012,Towards a federated cloud ecosystem (Invited industrial talk).,967,1,Software Engineering in Practice,Services and Analytics,0,,,,,,
177,1,2012,Specification patterns from research to industry: A case study in service-based applications.,968-976,9,Software Engineering in Practice,Services and Analytics,0,,,,,,
178,1,2012,Methodology for migration of long running process instances in a global large scale BPM environment in Credit Suisse's SOA landscape.,977-986,10,Software Engineering in Practice,Services and Analytics,0,,,,,,
179,1,2012,Information needs for software development analytics.,987-996,10,Software Engineering in Practice,Services and Analytics,0,,,,,,
180,1,2012,Software analytics in practice: Mini tutorial.,997,1,Mini-Tutorial: Software Analytics,NULL,0,,,,,,
181,1,2012,Software as an engineering material: How the affordances of programming have changed and what to do about it (Invited industrial talk).,998,1,Invited Industrial Experts,NULL,0,,,,,,
182,1,2012,Software architecture - What does it mean in industry? (Invited industrial talk).,999,1,Invited Industrial Experts,NULL,0,,,,,,
183,1,2012,How software engineering can benefit from traditional industries - A practical experience report (Invited industrial talk).,1000,1,Invited Industrial Experts,NULL,0,,,,,,
184,1,2012,Ten years of automated code analysis at Microsoft (Invited industrial talk).,1001,1,Formal Methods,NULL,0,,,,,,
185,1,2012,Large-scale formal verification in practice: A process perspective.,1002-1011,10,Formal Methods,NULL,0,,,,,,
186,1,2012,Constructing parser for industrial software specifications containing formal and natural language description.,1012-1021,10,Formal Methods,NULL,0,,,,,,
187,1,2012,"Formal correctness, safety, dependability, and performance analysis of a satellite.",1022-1031,10,Formal Methods,NULL,0,,,,,,
188,1,2012,Goldfish bowl panel: Software development analytics.,1032-1033,2,Goldfish Bowl Panel: Software Development Analytics,NULL,0,,,,,,
189,1,2012,Making sense of healthcare benefits.,1034-1043,10,Re-engineering,NULL,0,,,,,,
190,1,2012,On the proactive and interactive visualization for feature evolution comprehension: An industrial investigation.,1044-1053,10,Re-engineering,NULL,0,,,,,,
191,1,2012,Extending static analysis by mining project-specific rules.,1054-1063,10,Re-engineering,NULL,0,,,,,,
192,1,2012,Debugger Canvas: Industrial experience with the code bubbles paradigm.,1064-1073,10,Debugging,NULL,0,,,,,,
193,1,2012,Characterizing and predicting which bugs get reopened.,1074-1083,10,Debugging,NULL,0,,,,,,
194,1,2012,ReBucket: A method for clustering duplicate crash reports based on call stack similarity.,1084-1093,10,Debugging,NULL,0,,,,,,
195,1,2012,Understanding the impact of Pair Programming on developers attention: A case study on a large industrial experimentation.,1094-1101,8,Case Studies,NULL,0,,,,,,
196,1,2012,How much does unused code matter for maintenance?,1102-1111,10,Case Studies,NULL,0,,,,,,
197,1,2012,Using knowledge elicitation to improve Web effort estimation: Lessons from six industrial case studies.,1112-1121,10,Case Studies,NULL,0,,,,,,
198,1,2012,Large-scale test automation in the cloud (Invited industrial talk).,1122,1,Testing,NULL,0,,,,,,
199,1,2012,Efficient reuse of domain-specific test knowledge: An industrial case in the smart card domain.,1123-1132,10,Testing,NULL,0,,,,,,
200,1,2012,The Quamoco product quality modelling and assessment approach.,1133-1142,10,Testing,NULL,0,,,,,,
201,1,2012,Industrial application of concolic testing approach: A case study on libexif by using CREST-BV and KLEE.,1143-1152,10,Testing,NULL,0,,,,,,
202,1,2012,Teaching software engineering and software project management: An integrated and practical approach.,1155-1164,10,Software Engineering Education,The Role of Software Projects in Software Engineering Education,0,,,,,,
203,1,2012,Teaching collaborative software development: A case study.,1165-1174,10,Software Engineering Education,The Role of Software Projects in Software Engineering Education,0,,,,,,
204,1,2012,Using continuous integration of code and content to teach software engineering with limited resources.,1175-1184,10,Software Engineering Education,The Role of Software Projects in Software Engineering Education,0,,,,,,
205,1,2012,Stages in teaching software testing.,1185-1194,10,Aspects of Teaching Software Engineering,NULL,0,,,,,,
206,1,2012,Integrating tools and frameworks in undergraduate software engineering curriculum.,1195-1204,10,Aspects of Teaching Software Engineering,NULL,0,,,,,,
207,1,2012,What scope is there for adopting evidence-informed teaching in SE?,1205-1214,10,Aspects of Teaching Software Engineering,NULL,0,,,,,,
208,1,2012,FOCUS: An adaptation of a SWEBOK-based curriculum for industry requirements.,1215-1224,10,Software Engineering Education in Industry,NULL,0,,,,,,
209,1,2012,Ten tips to succeed in Global Software Engineering education.,1225-1234,10,Teaching Distributed Software Engineering,NULL,0,,,,,,
210,1,2012,Collaboration patterns in distributed software development projects.,1235-1244,10,Teaching Distributed Software Engineering,NULL,0,,,,,,
211,1,2012,Improving PSP education by pairing: An empirical study.,1245-1254,10,Teaching Distributed Software Engineering,NULL,0,,,,,,
212,1,2012,Five days of empirical software engineering: The PASED experience.,1255-1258,4,Teaching Distributed Software Engineering,NULL,0,,,,,,
213,1,2012,Automatically detecting developer activities and problems in software development work.,1261-1264,4,New Ideas and Emerging Results,NIER in Support of Software Engineers,0,,,,,,
214,1,2012,Software process improvement through the identification and removal of project-level knowledge flow obstacles.,1265-1268,4,New Ideas and Emerging Results,NIER in Support of Software Engineers,0,,,,,,
215,1,2012,Symbiotic general-purpose and domain-specific languages.,1269-1272,4,New Ideas and Emerging Results,NIER in Support of Software Engineers,0,,,,,,
216,1,2012,Evaluating the specificity of text retrieval queries to support software engineering tasks.,1273-1276,4,New Ideas and Emerging Results,NIER in Support of Software Engineers,0,,,,,,
217,1,2012,Co-adapting human collaborations and software architectures.,1277-1280,4,New Ideas and Emerging Results,NIER in Support of Software Engineers,0,,,,,,
218,1,2012,Release engineering practices and pitfalls.,1281-1284,4,New Ideas and Emerging Results,NIER in Support of Software Engineers,0,,,,,,
219,1,2012,Augmented intelligence - The new AI - Unleashing human capabilities in knowledge work.,1285-1288,4,New Ideas and Emerging Results,NIER in Support of Software Engineers,0,,,,,,
220,1,2012,On how often code is cloned across repositories.,1289-1292,4,NIER for Mining Product and Process Data,NULL,0,,,,,,
221,1,2012,Mining input sanitization patterns for predicting SQL injection and cross site scripting vulnerabilities.,1293-1296,4,NIER for Mining Product and Process Data,NULL,0,,,,,,
222,1,2012,Inferring developer expertise through defect analysis.,1297-1300,4,NIER for Mining Product and Process Data,NULL,0,,,,,,
223,1,2012,Green mining: Investigating power consumption across versions.,1301-1304,4,NIER for Mining Product and Process Data,NULL,0,,,,,,
224,1,2012,Multi-label software behavior learning.,1305-1308,4,NIER for Mining Product and Process Data,NULL,0,,,,,,
225,1,2012,Trends in object-oriented software evolution: Investigating network properties.,1309-1312,4,NIER for Mining Product and Process Data,NULL,0,,,,,,
226,1,2012,Exploring techniques for rationale extraction from existing documents.,1313-1316,4,NIER for Mining Product and Process Data,NULL,0,,,,,,
227,1,2012,Continuous social screencasting to facilitate software tool discovery.,1317-1320,4,NIER for Verification and Evolution,NULL,0,,,,,,
228,1,2012,UDesignIt: Towards social media for community-driven design.,1321-1324,4,NIER for Verification and Evolution,NULL,0,,,,,,
229,1,2012,Influencing the adoption of software engineering methods using social software.,1325-1328,4,NIER for Verification and Evolution,NULL,0,,,,,,
230,1,2012,"Toward actionable, broadly accessible contests in Software Engineering.",1329-1332,4,NIER for Verification and Evolution,NULL,0,,,,,,
231,1,2012,CodeTimeline: Storytelling with versioning data.,1333-1336,4,NIER for Verification and Evolution,NULL,0,,,,,,
232,1,2012,Analyzing multi-agent systems with probabilistic model checking approach.,1337-1340,4,NIER for Verification and Evolution,NULL,0,,,,,,
233,1,2012,BRACE: An assertion framework for debugging cyber-physical systems.,1341-1344,4,NIER for Verification and Evolution,NULL,0,,,,,,
234,1,2012,Augmenting test suites effectiveness by increasing output diversity.,1345-1348,4,NIER for Verification and Evolution,NULL,0,,,,,,
235,1,2012,Improving IDE recommendations by considering global implications of existing recommendations.,1349-1352,4,NIER for Verification and Evolution,NULL,0,,,,,,
236,1,2012,Towards flexible evolution of Dynamically Adaptive Systems.,1353-1356,4,NIER for Verification and Evolution,NULL,0,,,,,,
237,1,2012,Towards business processes orchestrating the physical enterprise with wireless sensor networks.,1357-1360,4,NIER for Verification and Evolution,NULL,0,,,,,,
238,1,2012,Engineering and verifying requirements for programmable self-assembling nanomachines.,1361-1364,4,NIER for Verification and Evolution,NULL,0,,,,,,
239,1,2012,Facilitating communication between engineers with CARES.,1367-1370,4,Formal Research Demonstrations,Formal Demos 1,0,,,,,,
240,1,2012,Interactive refinement of combinatorial test plans.,1371-1374,4,Formal Research Demonstrations,Formal Demos 1,0,,,,,,
241,1,2012,"TraceLab: An experimental workbench for equipping researchers to innovate, synthesize, and comparatively evaluate traceability solutions.",1375-1378,4,Formal Research Demonstrations,Formal Demos 1,0,,,,,,
242,1,2012,Specification engineering and modular verification using a web-integrated verifying compiler.,1379-1382,4,Formal Research Demonstrations,Formal Demos 1,0,,,,,,
243,1,2012,Writing dynamic service orchestrations with DSOL.,1383-1386,4,Formal Research Demonstrations,Formal Demos 1,0,,,,,,
244,1,2012,MASH: A tool for end-user plug-in composition.,1387-1390,4,Formal Research Demonstrations,Formal Demos 1,0,,,,,,
245,1,2012,BabelRef: Detection and renaming tool for cross-language program entities in dynamic web applications.,1391-1394,4,Formal Research Demonstrations,Formal Demos 1,0,,,,,,
246,1,2012,MDSheet: A framework for model-driven spreadsheet engineering.,1395-1398,4,Formal Research Demonstrations,Formal Demos 1,0,,,,,,
247,1,2012,WorkItemExplorer: Visualizing software development tasks using an interactive exploration environment.,1399-1402,4,Formal Demos 2,NULL,0,,,,,,
248,1,2012,Runtime monitoring of component changes with Spy@Runtime.,1403-1406,4,Formal Demos 2,NULL,0,,,,,,
249,1,2012,"GraPacc: A graph-based pattern-oriented, context-sensitive code completion tool.",1407-1410,4,Formal Demos 2,NULL,0,,,,,,
250,1,2012,Code Bubbles: A practical working-set programming environment.,1411-1414,4,Formal Demos 2,NULL,0,,,,,,
251,1,2012,EVOSS: A tool for managing the evolution of free and open source software systems.,1415-1418,4,Formal Demos 2,NULL,0,,,,,,
